inserts_amount,data_bytes,time_ms,dbms,,,,,
1,127,5.848700047,postgres,,,,,
1,127,5.653100014,postgres,,,,,
1,127,5.572399974,postgres,,,,,
1,127,5.609599948,postgres,,,,,
1,127,5.710099936,postgres,,,,,
1,127,5.090999961,postgres,,,,,
1,127,5.10800004,postgres,,,,,
1,127,4.694100022,postgres,,,,,
1,127,4.558899999,postgres,,,,,
1,127,5.228799939,postgres,,,,,
1,127,4.680299997,postgres,,,,,
1,127,4.435700059,postgres,,,,,
1,127,6.081599951,postgres,,,,,
1,127,5.836699963,postgres,,,,,
1,127,5.787800074,postgres,,,,,
1,127,4.318099976,postgres,,,,,
1,127,4.764600039,postgres,,,,,
1,127,4.383400083,postgres,,,,,
1,127,4.772500038,postgres,,,,,
1,127,4.746099949,postgres,,,,,
1,127,5.086099982,postgres,,,,,
1,127,4.728699923,postgres,,,,,
1,127,4.568400025,postgres,,,,,
1,127,4.692299962,postgres,,,,,
1,127,4.469200015,postgres,,,,,
1,127,4.526800036,postgres,,,,,
1,127,4.802399993,postgres,,,,,
1,127,4.832199931,postgres,,,,,
1,127,4.636700034,postgres,,,,,
1,127,4.884500027,postgres,,,,,
1,127,4.468500018,postgres,,,,,
1,127,4.650400043,postgres,,,,,
1,127,4.693199992,postgres,,,,,
1,127,5.372300029,postgres,,,,,
1,127,5.141400099,postgres,,,,,
1,127,5.29429996,postgres,,,,,
1,127,5.296500087,postgres,,,,,
1,127,4.618799925,postgres,,,,,
1,127,4.936800003,postgres,,,,,
1,127,7.111400008,postgres,,,,,
1,127,4.808300018,postgres,,,,,
1,127,5.457999945,postgres,,,,,
1,127,5.342900038,postgres,,,,,
1,127,5.310499907,postgres,,,,,
1,127,5.323300004,postgres,,,,,
1,127,5.705799937,postgres,,,,,
1,127,6.301500082,postgres,,,,,
1,127,5.020399928,postgres,,,,,
1,127,4.942000031,postgres,,,,,
1,127,5.129799962,postgres,,,,,
1,127,5.60710001,postgres,,,,,
1,127,4.857800007,postgres,,,,,
1,127,4.768700004,postgres,,,,,
1,127,4.279500008,postgres,,,,,
1,127,5.306500077,postgres,,,,,
1,127,4.990999937,postgres,,,,,
1,127,5.49090004,postgres,,,,,
1,127,5.358199954,postgres,,,,,
1,127,4.959599972,postgres,,,,,
1,127,4.984799981,postgres,,,,,
1,127,5.130699992,postgres,,,,,
1,127,4.701799989,postgres,,,,,
1,127,5.184299946,postgres,,,,,
1,127,4.866600037,postgres,,,,,
1,127,4.670899987,postgres,,,,,
1,127,4.977800012,postgres,,,,,
1,127,4.428900003,postgres,,,,,
1,127,4.558099985,postgres,,,,,
1,127,4.881100059,postgres,,,,,
1,127,5.012899995,postgres,,,,,
1,127,4.894699931,postgres,,,,,
1,127,5.021800041,postgres,,,,,
1,127,4.707800031,postgres,,,,,
1,127,4.763100028,postgres,,,,,
1,127,5.009599924,postgres,,,,,
